Suburb,No. of Rooms,Type of Property,Year Sold,Price,Postcode,Region Name,No. of properties in Suburb,Distance from CBD,Council for Suburb,Total population
Oakleigh South,2,unit,2018,0.051293294,3167,South-Eastern Metropolitan,0.1387434002866786,15.5,Kingston City Council,0.18807280072998955
South Yarra,1,unit,2017,0.031613736441104656,3141,Southern Metropolitan,0.5184653400382029,2.7,Melbourne City Council,0.41201783969247296
Balwyn,3,unit,2016,0.10211639278020225,3103,Southern Metropolitan,0.21764929314175593,7.9,Boroondara City Council,0.24654819900500108
Toorak,3,unit,2017,0.14815626953493619,3142,Southern Metropolitan,0.2745259497042004,4.1,Stonnington City Council,0.2122486276748911
Coburg,3,house,2017,0.077860322,3058,Northern Metropolitan,0.4087144760790836,6.7,Darebin City Council,0.38717218981060725
Northcote,3,house,2018,0.091499715,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.37890786863737813
Doveton,3,house,2018,0.051293294,3177,South-Eastern Metropolitan,0.1321618420794794,28.8,Casey City Council,0.18597591265894312
Maribyrnong,3,house,2017,0.062427658,3032,Western Metropolitan,0.18808744072017478,4.3,Maribyrnong City Council,0.2030529104057216
Coburg North,3,house,2017,0.080104992,3058,Northern Metropolitan,0.12850051075824553,6.7,Darebin City Council,0.13173413829434788
Vermont,4,house,2016,0.076194349,3133,Eastern Metropolitan,0.15871751476542062,17.2,Maroondah City Council,0.1680787197587712
Wollert,4,house,2016,0.056408395,3750,Northern Metropolitan,0.10722624968327243,25.5,Whittlesea City Council,0.14978330588988936
Broadmeadows,3,house,2017,0.045636298,3047,Northern Metropolitan,0.16327700780566087,14,Hume City Council,0.21362883411304226
Hawthorn East,2,house,2016,0.09067836,3123,Southern Metropolitan,0.2476951164303111,6.2,Boroondara City Council,0.24115607731104635
Ascot Vale,3,townhouse,2017,0.074107972,3032,Western Metropolitan,0.25083506840152275,4.3,Moonee Valley City Council,0.23613143814674536
Armadale,3,townhouse,2017,0.11503021227578512,3143,Southern Metropolitan,0.18486201212835568,6.3,Stonnington City Council,0.15165531841746072
Port Melbourne,2,unit,2018,0.037523714,3207,Southern Metropolitan,0.3247849594487693,3.5,Melbourne City Council,0.2646360951422846
Cranbourne East,3,house,2018,0.041070277,3977,South-Eastern Metropolitan,0.20922593374198717,34.7,Casey City Council,0.5263982206635973
Hawthorn,4,house,2017,0.16301813011257923,3122,Southern Metropolitan,0.41198471356997246,5.3,Boroondara City Council,0.3500935968301084
Wheelers Hill,3,house,2017,0.08424853,3150,South-Eastern Metropolitan,0.2808095200457422,16.7,Monash City Council,0.3009624359440376
Balwyn North,6,house,2016,0.14815626953493619,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30548738648483875
Elwood,1,unit,2017,0.050438228,3184,Southern Metropolitan,0.3363977514995816,7.2,Port Phillip City Council,0.24476716134195217
Ringwood East,3,house,2017,0.070760689,3135,Eastern Metropolitan,0.16781580619056533,21.3,Maroondah City Council,0.30551205682738775
Frankston,2,unit,2018,0.022682760346284872,3199,South-Eastern Metropolitan,0.5778523965272521,38,Frankston City Council,0.3373424713047767
Brighton East,2,unit,2016,0.071179712,3187,Southern Metropolitan,0.2644257679092126,10.3,Bayside City Council,0.24656128312937886
East Melbourne,3,unit,2018,0.1017101364268592,3002,Northern Metropolitan,0.11147506640816128,1.3,Melbourne City Council,0.091745277
Point Cook,4,house,2018,0.049582429983921025,3030,Western Metropolitan,0.5367821508464777,14.7,Wyndham City Council,0.6931471805599453
Strathmore,4,house,2018,0.098046383,3041,Western Metropolitan,0.12176704185103372,8.2,Moonee Valley City Council,0.16012187186831645
Thomastown,2,unit,2018,0.030785290166423354,3074,Northern Metropolitan,0.3007609251187265,15.3,Whittlesea City Council,0.30859106658791785
Mount Waverley,3,house,2016,0.095596402,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.46574825459024705
Wollert,4,house,2017,0.039860669,3750,Northern Metropolitan,0.10722624968327243,25.5,Whittlesea City Council,0.17618334849696676
Fitzroy North,3,house,2016,0.094982968,3068,Northern Metropolitan,0.23885043429690037,3.6,Moreland City Council,0.19982255321577788
Mount Waverley,4,house,2016,0.098209502,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.46574825459024705
Richmond,1,unit,2018,0.026194616,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.45746468931433243
Balwyn North,3,unit,2017,0.11591194052015673,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30836969432495825
Glen Iris,4,house,2018,0.1307835812602335,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.2575825065580797
Tullamarine,3,house,2018,0.050523767608521924,3043,Western Metropolitan,0.12227048203619278,12.9,Brimbank City Council,0.10818267480935859
Mulgrave,4,house,2017,0.083421194,3170,South-Eastern Metropolitan,0.2707729230334999,18.8,Monash City Council,0.2971013074484024
Bentleigh East,4,townhouse,2018,0.099513496,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40937521418442885
Carlton,2,unit,2016,0.027945930390559322,3053,Northern Metropolitan,0.2588799276589149,1.6,Melbourne City Council,0.29600605798299784
Sunshine,3,house,2017,0.053257176673531345,3020,Western Metropolitan,0.14133925250352913,10.5,Brimbank City Council,0.16064955002541526
Seabrook,3,house,2017,0.042709550696159136,3028,Western Metropolitan,0.057155781,15.5,Hobsons Bay City Council,0.087551179
Mernda,3,townhouse,2018,0.034920675,3754,Northern Metropolitan,0.2225935849620804,25.9,Whittlesea City Council,0.3073113499196944
Point Cook,4,house,2017,0.035789108,3030,Western Metropolitan,0.5367821508464777,14.7,Wyndham City Council,0.663565106
Bentleigh East,4,house,2016,0.079938892,3165,Southern Metropolitan,0.4012853737054564,13.8,Glen Eira City Council,0.40088951629085434
Melbourne,1,unit,2016,0.016507178,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5273077160552411
Oakleigh South,3,house,2017,0.089198218,3167,South-Eastern Metropolitan,0.1387434002866786,15.5,Kingston City Council,0.18798956450553658
Mount Waverley,3,house,2018,0.1404462512010962,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.47512002190817804
Reservoir,4,house,2016,0.080354089,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6418521237954418
Mitcham,3,house,2016,0.053854115,3132,Eastern Metropolitan,0.26198500969855726,17.2,Whitehorse City Council,0.2487308782924314
Sunshine North,3,house,2016,0.045722249,3020,Western Metropolitan,0.16017235438351207,10.5,Brimbank City Council,0.18768430572697628
Hawthorn,4,house,2016,0.15711524203080024,3122,Southern Metropolitan,0.41198471356997246,5.3,Boroondara City Council,0.3460981779661434
Parkville,5,house,2018,0.1210266324022258,3052,Northern Metropolitan,0.079991663,1.8,Melbourne City Council,0.13208630264134763
Brighton East,5,house,2017,0.15895884372059382,3187,Southern Metropolitan,0.2644257679092126,10.3,Bayside City Council,0.2475028904702505
Craigieburn,3,house,2017,0.045937095,3064,Northern Metropolitan,0.5358950361287301,20.6,Hume City Council,0.2478557647657131
Caulfield North,2,unit,2017,0.047182291681028214,3161,Southern Metropolitan,0.26387984683583926,7.8,Glen Eira City Council,0.32509214529325164
Taylors Hill,3,house,2017,0.049154256,3037,Western Metropolitan,0.16118141584024404,18,Melton City Council,0.297225692
Aspendale Gardens,5,house,2017,0.074275043,3195,South-Eastern Metropolitan,0.077099714,21.5,Kingston City Council,0.14691088133679453
Mount Waverley,5,house,2017,0.12777938894623989,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.4701312831656691
Essendon West,5,house,2018,0.14660347419187544,3040,Western Metropolitan,0.001704869,7.5,Moonee Valley City Council,0.1198346843846073
Doncaster East,4,house,2016,0.095596402,3109,Eastern Metropolitan,0.4022368485631557,14.3,Manningham City Council,0.4079399429889258
Richmond,4,house,2016,0.10980406972760441,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.43822900662149655
Glen Waverley,4,house,2018,0.10373976976009305,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5429066068089516
Wollert,4,house,2016,0.053427767,3750,Northern Metropolitan,0.10722624968327243,25.5,Whittlesea City Council,0.14978330588988936
Reservoir,3,house,2016,0.053854115,3073,Northern Metropolitan,0.6931471805599453,12,Darebin City Council,0.6418521237954418
Richmond,2,house,2016,0.086396403,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.43822900662149655
Flemington,3,house,2016,0.066560767,3031,Northern Metropolitan,0.13465054053101594,3.4,Melbourne City Council,0.1642502854478122
Eltham,4,house,2018,0.079107983,3095,Eastern Metropolitan,0.26631599020956653,18,Banyule City Council,0.34021793935614536
Sunshine,3,house,2017,0.053171871,3020,Western Metropolitan,0.14133925250352913,10.5,Brimbank City Council,0.16064955002541526
Glen Waverley,3,house,2017,0.1566538100453768,3150,Eastern Metropolitan,0.5306394034370688,16.7,Monash City Council,0.5395641916060876
Brighton,4,house,2018,0.2235932927204862,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3492792597321805
Balwyn North,4,house,2016,0.14349063121138517,3104,Southern Metropolitan,0.2956251322063743,9.7,Boroondara City Council,0.30548738648483875
Taylors Hill,3,house,2016,0.035528657270610386,3037,Western Metropolitan,0.16118141584024404,18,Melton City Council,0.29216321054844724
Vermont,4,house,2016,0.070341489,3133,Eastern Metropolitan,0.15871751476542062,17.2,Maroondah City Council,0.1680787197587712
Templestowe Lower,4,house,2018,0.15511416385978397,3107,Eastern Metropolitan,0.2076097406784447,12.4,Manningham City Council,0.21665320690371004
Caulfield South,4,house,2016,0.1558842832663482,3162,Southern Metropolitan,0.1932969078589082,8.7,Glen Eira City Council,0.2692641008643066
Brunswick East,3,house,2016,0.1045504710610819,3057,Northern Metropolitan,0.21195214350541988,4,Moreland City Council,0.1798126079226663
Ringwood,2,house,2018,0.047096466,3134,Eastern Metropolitan,0.2947783622302237,19.9,Maroondah City Council,0.2696221662918003
Keilor East,3,house,2018,0.070760689,3033,Western Metropolitan,0.2156265074969835,11.7,Brimbank City Council,0.3856135913233154
Altona Meadows,3,unit,2018,0.039255315828071555,3028,Western Metropolitan,0.2892923024942333,15.5,Hobsons Bay City Council,0.29391179027331077
Elsternwick,2,unit,2018,0.048725898882304636,3185,Southern Metropolitan,0.18730170955694084,7.2,Glen Eira City Council,0.189957633
Doreen,4,house,2018,0.045292419,3754,Northern Victoria,0.27585777143697426,25.9,Nillumbik Shire Council,0.35166139251269046
Glenroy,4,townhouse,2018,0.056578449,3046,Northern Metropolitan,0.33236049473935386,11.2,Moreland City Council,0.34382146114530393
Brunswick,3,house,2017,0.079938892,3056,Northern Metropolitan,0.43095353382384194,5.2,Moreland City Council,0.38686521290536613
Keilor Downs,3,house,2016,0.043312817,3038,Western Metropolitan,0.13725702511624374,15.5,Brimbank City Council,0.21090719132406519
Pascoe Vale,4,house,2016,0.073857314,3044,Northern Metropolitan,0.2841327913420671,8.5,Moreland City Council,0.46155701003861366
Moonee Ponds,5,house,2017,0.19735272,3039,Western Metropolitan,0.23840240561557086,6.2,Moonee Valley City Council,0.2299379897492016
Hawthorn East,2,unit,2016,0.069670405,3123,Southern Metropolitan,0.2476951164303111,6.2,Boroondara City Council,0.24115607731104635
Glen Iris,2,unit,2018,0.072017233,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.2575825065580797
Cranbourne West,3,house,2017,0.033355594,3977,South-Eastern Metropolitan,0.18891179453238807,34.7,Casey City Council,0.2524318351211345
Fitzroy North,2,unit,2017,0.047010633,3068,Northern Metropolitan,0.23885043429690037,3.6,Moreland City Council,0.20175380933757797
Brighton,2,unit,2016,0.046151895,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.34131345143894126
Newport,2,house,2018,0.050438228,3015,Western Metropolitan,0.21060916611499872,6.2,Hobsons Bay City Council,0.27846902164282894
Kew,4,house,2018,0.12698730969690725,3101,Southern Metropolitan,0.3808333209184989,5.4,Boroondara City Council,0.37186834015385034
Bulleen,3,house,2018,0.074943045,3105,Eastern Metropolitan,0.17073703518324615,10.8,Manningham City Council,0.17977064547904723
Glenroy,3,house,2018,0.048725898882304636,3046,Northern Metropolitan,0.33236049473935386,11.2,Moreland City Council,0.34382146114530393
Fitzroy,2,townhouse,2017,0.083255645,3065,Northern Metropolitan,0.22308667226748724,2.1,Yarra City Council,0.1757761623581349
Abbotsford,2,house,2016,0.080146512,3067,Northern Metropolitan,0.15214441636099457,3,Yarra City Council,0.13805419912404515
Ferntree Gully,3,house,2017,0.056408395,3156,Eastern Metropolitan,0.3955255207116783,24.8,Knox City Council,0.21601938649640035
Melbourne,1,unit,2018,0.027070656811704185,3000,Northern Metropolitan,0.5895125632710322,0,Melbourne City Council,0.5999401652661333
Footscray,1,unit,2018,0.027595912886110952,3011,Western Metropolitan,0.28716056005404184,5.1,Maribyrnong City Council,0.2713978097902158
Doreen,5,house,2017,0.087386176,3754,Northern Victoria,0.27585777143697426,25.9,Nillumbik Shire Council,0.33055660680661747
Glen Iris,5,house,2018,0.19735272,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.2575825065580797
Sunshine,3,house,2017,0.073063149,3020,Western Metropolitan,0.14133925250352913,10.5,Brimbank City Council,0.16064955002541526
Oakleigh South,3,townhouse,2018,0.057300853837340654,3167,South-Eastern Metropolitan,0.1387434002866786,15.5,Kingston City Council,0.18807280072998955
Carnegie,2,unit,2017,0.039514798,3163,Southern Metropolitan,0.2960835,10.1,Glen Eira City Council,0.2833489301889839
Hadfield,3,house,2018,0.047096466,3046,Northern Metropolitan,0.092902921,11.2,Moreland City Council,0.096271654
Southbank,2,unit,2017,0.037090344,3006,Southern Metropolitan,0.3162537759557959,0.7,Melbourne City Council,0.3158445781002876
Maribyrnong,2,unit,2017,0.021802865876845483,3032,Western Metropolitan,0.18808744072017478,4.3,Maribyrnong City Council,0.2030529104057216
Glen Iris,1,unit,2017,0.032310843475260434,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.25596361831573855
Camberwell,3,townhouse,2017,0.10211639278020225,3124,Southern Metropolitan,0.3340588070255455,7.7,Boroondara City Council,0.3245113759996223
Mount Waverley,4,house,2018,0.16660414089854494,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.47512002190817804
Braybrook,3,house,2017,0.072854053,3019,Western Metropolitan,0.13448481985283917,8.6,Maribyrnong City Council,0.28623279076524444
Brighton East,4,house,2017,0.2120157393780433,3187,Southern Metropolitan,0.2644257679092126,10.3,Bayside City Council,0.2475028904702505
Hadfield,3,house,2016,0.062343130574135555,3046,Northern Metropolitan,0.092902921,11.2,Moreland City Council,0.094094845
Glen Iris,2,unit,2018,0.067402163,3146,Southern Metropolitan,0.3834531978920687,7.3,Boroondara City Council,0.2575825065580797
Richmond,2,unit,2016,0.047868634,3121,Northern Metropolitan,0.5202135922317321,2.4,Yarra City Council,0.43822900662149655
Northcote,2,house,2016,0.083255645,3070,Northern Metropolitan,0.413741191,5.3,Darebin City Council,0.3652670445684691
Brighton,4,house,2017,0.22071144634559728,3186,Southern Metropolitan,0.3888331055252547,10.5,Bayside City Council,0.3460389541534153
Sunbury,3,house,2017,0.029694182584088707,3429,Western Metropolitan,0.49577309604723446,31.7,Hume City Council,0.20115154810225858
Footscray,3,townhouse,2017,0.068158816,3011,Western Metropolitan,0.28716056005404184,5.1,Maribyrnong City Council,0.2637747963276384
Templestowe,4,house,2018,0.1473801732600477,3106,Eastern Metropolitan,0.23728145493211517,15.5,Manningham City Council,0.25993493180309196
Point Cook,4,house,2017,0.045206431,3030,Western Metropolitan,0.5367821508464777,14.7,Wyndham City Council,0.663565106
Yarraville,3,house,2018,0.08804548,3013,Western Metropolitan,0.24994949216564627,6.3,Maribyrnong City Council,0.4396862057114335
Essendon North,1,unit,2018,0.009669697,3041,Western Metropolitan,0.035205722,8.2,Moonee Valley City Council,0
Mount Waverley,3,unit,2018,0.083255645,3149,Eastern Metropolitan,0.47459068479071903,14.2,Monash City Council,0.47512002190817804
Wyndham Vale,3,house,2017,0.025054615,3024,Western Metropolitan,0.20150627212323605,27.2,Wyndham City Council,0.35611558581270175
Caulfield North,4,house,2017,0.14621489831754753,3161,Southern Metropolitan,0.26387984683583926,7.8,Glen Eira City Council,0.32509214529325164
